2020/05/13, 11.224631577568232
2020/05/16, 9.599739129088334
2020/05/19, 6.540003737078109
2020/05/22, 5.906625238285471
2020/05/25, 5.23030582432051
2020/05/28, 5.27238792118942
2020/05/31, 3.9002109768559876
2020/06/03, 4.2055794395250246
2020/06/06, 3.6153370418828104
2020/06/08, 3.1562596214944847
2020/06/11, 3.3857983316886475
2020/06/14, 3.1562596214944847
2020/06/17, 3.1562596214944847
2020/06/20, 3.0578858885540967
2020/06/23, 3.353007087375204
2020/06/26, 2.631599712479158
2020/06/28, 3.025094644240653
2020/07/01, 2.9595121556137656
2020/07/04, 3.221842110121372
2020/07/07, 3.516963308942479
2020/07/10, 3.549754553255923
2020/07/13, 4.139996950898137
2020/07/16, 4.107205706584637
2020/07/18, 3.6153370418828104
2020/07/21, 4.008831973644305
2020/07/24, 4.599074371286463
2020/07/27, 3.9104582407039175
2020/07/30, 3.3857983316886475
2020/08/02, 3.123468377180984
2020/08/05, 3.0906771328675973
2020/08/08, 3.84487575207703
2020/08/10, 3.516963308942479
2020/08/13, 3.516963308942479
2020/08/16, 3.1562596214944847
2020/08/19, 2.9595121556137656
2020/08/22, 2.828347178359934
2020/08/25, 3.1562596214944847
2020/08/28, 3.1562596214944847
2020/08/30, 3.254633354434816
2020/09/02, 3.937784277631806
2020/09/05, 3.832579035459446
2020/09/08, 4.530368907010654
2020/09/11, 7.960176913415637
2020/09/14, 11.973460870223448
2020/09/17, 14.649590753360371
2020/09/19, 17.644524400655882
2020/09/23, 18.68550258636111
2020/09/25, 21.645056206897436
2020/09/28, 22.503093766432812
2020/10/01, 26.093735018756092
2020/10/04, 30.758679894301167
2020/10/07, 31.963367750864506
2020/10/10, 35.155829607953024
2020/10/13, 39.046276522570736
2020/10/15, 45.08376919580758
2020/10/18, 46.801405802702845
2020/10/21, 50.24812992720595
2020/10/24, 51.851257426974854
2020/10/27, 50.305384480769106
2020/10/30, 50.50681641012321
2020/11/01, 52.969438858063654
2020/11/04, 46.84148399019705
2020/11/07, 44.654360044083774
2020/11/09, 48.71313534617721
2020/11/12, 52.23450509488836
2020/11/14, 46.94993085047551
2020/11/17, 49.90017839032433
2020/11/19, 49.50668345856283
2020/11/22, 46.891581724564844
2020/11/23, 39.65496399513927
2020/11/26, 36.65360872916568
2020/11/27, 33.553743100067095
2020/11/30, 33.66148575995413
2020/12/03, 36.37896767591576
2020/12/06, 40.5492085536041
2020/12/08, 44.02849620544629
2020/12/10, 52.88828052838787
2020/12/12, 61.74213222489115
2020/12/14, 72.41136761151103
2020/12/15, 84.45486295352492
2020/12/16, 93.48676877811579
2020/12/15, 75.6176226110488
2020/12/17, 107.66414133142916
2020/12/16, 99.82484785755926
2020/12/18, 120.0630993671418
2020/12/19, 134.32229087959522
2020/12/21, 141.15427636535145
2020/12/21, 150.99159080330833
2020/12/22, 163.33274376090432
2020/12/24, 171.01636511703353
2020/12/26, 181.79926962621104
2020/12/27, 193.97275385428154
2020/12/29, 202.34919327142575
2020/12/31, 201.31374900770192
2021/01/01, 194.5587526791302
2021/01/03, 186.41297037507718
2021/01/04, 179.3600109398439
2021/01/05, 167.06001519786702
2021/01/06, 157.96493851584478
2021/01/07, 149.29278213614253
2021/01/08, 141.5402293109208
2021/01/08, 135.7749820398769
